Московские врачи прооперировали пациента с гигантской липосаркомой, которая была признана неоперабельной В Научно-клинический центр ФГБНУ «РНЦХ им. акад. Б.В. Петровского» поступил мужчина с гигантской липосаркомой средостения с врастанием в пищевод.  Заболевание началось с появления одышки при физической нагрузке, которая затем стала проявляться и в покое. После обследования была диагностирована липосаркома средостения.  Подробнее о случае рассказал заведующий отделением торакальной хирургии и онкологии РНЦХ им. акад. Б.В. Петровского, д.м.н. Дмитрий Базаров: «В медицинской литературе описано очень мало подобных случаев. Были проведены несколько курсов химиотерапии, которые не привели к уменьшению опухоли, а состояние больного быстро ухудшалось. Единственный шанс в данном случае — это хирургия. Операция представлялась весьма рискованной ввиду высокой вероятности развития тяжелых и даже фатальных послеоперационных осложнений». Пациент ранее обращался за помощью в ведущие российские и европейские клиники, но там случай признали неоперабельным. Специалисты РНЦХ им. акад. Б.В. Петровского взялись за проведение хирургического вмешательства.  Операция длилась 16 часов, в ходе которой работали три бригады хирургов разного профиля: торакальная команда, аортальные хирурги и команда хирургии пищевода и желудка. Несмотря на то, что саркома располагалась вокруг аорты и пищевода, вросла в нижнюю долю правого легкого и стенку грудного отдела пищевода, её удалось удалить. Вес образования составил 4 кг 800 г. «Как и ожидалось, послеоперационный период протекал крайне тяжело. Для купирования смертельно опасных осложнений потребовалось выполнение серии операций, которые привели к ликвидации катастрофы. Благодаря мастерству команды реаниматологов профессора В.В. Никоды клиническим фармакологам РНЦХ во главе с Л.В. Селивановой, диагностическим службам, нашим экспертам в области КТ и эндоскопии, удалось справиться со всеми критическими нарушениями работы органов и пациент был выписан на 112 сутки после сложнейшей операции», — рассказал Дмитрий Базаров.;Здоровье;
В Россию предложили приглашать на работу медиков из Кубы, чтобы восполнить дефицит кадров в здравоохранении Соответствующее предложение высказал в интервью «РИА Новости» главный экономист госкорпорации развития ВЭБ.РФ Андрей Клепач. Он отметил, что раньше в латиноамериканских и африканских странах работали от 20 до 40 тысяч кубинских медиков, которые вернулись на родину «из-за разных геополитических и прочих конфликтов». «В России сейчас дефицит врачей и медсестер, которых можно было бы привезти, допустим, из Кубы, уровень медицины которой весьма высок. Почему бы сейчас их не пригласить в Россию? Думаю, это было бы правильное решение», — сказал Клепач.;Здоровье;
Мясников раскритиковал тарифы ОМС и призвал к реформе здравоохранения Медицинская реформа может начаться только через пять лет после того, как студентов начнут учить по-другому студентов, считает директор больницы Жадкевича Александр Мясников.  «Тут не обойдешься сменой министра, нужно изменить систему, создать другой механизм. Финансирование медицины не может быть по отдельным княжествам, как у нас сейчас, когда губернатор определяет, какие он будет платить зарплаты врачам».  Кроме того, Мясников отметил, что система ОМС становится «невыгодной» для бюджетных медучреждений. «Тарифы ОМС подняли так, что мне выгоднее в частной клинике больного провести через ОМС. Мне больше заплатит страховая компания. То есть по некоторым категориям оплата по ОМС стала для частников предпочтительнее. Однако не будем забывать что в частной больнице на самом деле главная задача – все-таки зарабатывание денег. Вы посмотрите все эти, извините, лжеобследования, которые не входят в ОМС», — считает он. Врач резюмировал, что многие частные центры вводят пациентов в заблуждение при назначении анализов и призвал не тратить свои деньги на «бесполезные бумажки», так как в полис ОМС включены все жизненно важные обследования.  Ранее Мясников уже заявлял, что система ОМС требует пересмотра и повышения «прозрачности».;Здоровье;
Московские врачи исправили грубую деформацию позвоночника  В ФГБУ «НМИЦ ТО им. Н.Н. Приорова» Минздрава России поступил пациент с тяжёлым кифосколиозом, который проявился у пациента в возрасте трех лет.  Долгое время жалоб у пациента не было, он продолжал вести активную жизнь, получил профессию анестезиолога-реаниматолога. Были попытки исправления деформации при помощи корсета и вытяжения, которые не дали ощутимого результата.  Постепенно искривление стало причинять психологический и бытовой дискомфорт, появились боли. Мужчина обращался в различные ортопедические центры в России, Германии и Турции, но везде получил отказ.  Специалисты НМИЦ им. Приорова согласились на проведение операции. Хирурги провели трехколонную остеотомию типа VCR, коррекцию и фиксацию деформации. Пациенту удалили позвонок и ребро, а также имплантировали 21 винт и сетку для позвонка.  В послеоперационном периоде у мужчины начала нарастать неврологическая симптоматика в виде нижнего парапареза. Он восстанавливался при помощи реабилитологов, через месяц после операции он смог самостоятельно ходить.  Угол кифоза у него значительно уменьшился —  с 160 до 37 градусов. Рост мужчины увеличился с 153 см до 157 см.;Здоровье;
Медработникам потребовалось пять дней, чтобы добраться до пациентки из кочевой семьи оленеводов. Вызов поступил от семьи кочевников из Томпонского района (Якутия), передает издание «ЯСИА» со ссылкой на центр медицины катастроф региона. Родители 14-летней пациентки сообщили, что их дочь пожаловалась на сильную боль в бедре, затем начался отек и конечность начала терять чувствительность.   Специалисты республиканского Центра медицины катастроф, анестезиолог-реаниматолог Виктор Потапов и фельдшер Борис Емельянов смогли добраться до места вызова только спустя пять дней после вызова из-за сложных метеоусловий в горном массиве Сунтар-Хаята.  «Мы ежедневно отслеживали изменения погоды и контролировали ход лечения ребенка. Семья поддерживала связь с нами через спутниковую связь, но были дни, когда дозвониться не удавалось», — пояснила руководитель оперативно-диспетчерской службы центра медицины катастроф Республики Марина Торонова. В Минздраве Якутии отметили, что пациентку доставили в Национальный центр медицины Якутии, ее состояние стабилизировалось.;Здоровье;
Суд отказал пациентке в компенсации за якобы сокрытие рисков операции, выполненной 30 лет назад Пациентка обратилась в суд с иском к медучреждению, утверждая, что перед операцией в 1994 году ей не была предоставлена полная информация о возможных рисках, противопоказаниях и последствиях вмешательства. Как уточнили в пресс-службе суда, по мнению пациентки, это стало причиной рецидива заболевания (какого именно, не уточняется). Она требовала взыскать с больницы два миллиона компенсации морального вреда. Суды первой и апелляционной инстанций пришли к выводу, что причинно-следственной связи между действиями врачей и ухудшением здоровья нет.  Второй кассационный суд общей юрисдикции поддержал выводы судов. Он подтвердил, что пациентка была полностью проинформирована о предстоящей операции и возможных ее последствиях. Вины медицинских работников не выявлено.;Здоровье;
Врача, пациент которого умер в подвале больницы, будут судить  Ранее сообщалось, что в середине декабря СПБ ГБУЗ «Городская Мариинская больница» был доставлен мужчина, который затем пропал. Позднее его мумифицированное тело было обнаружено в подсобном помещении медучреждения.  Уточнялось, в частности, что мужчину доставили избитым и в состоянии алкогольного опьянения, а на следующий день он самовольно покинул больницу. Пациент не предупредил медперсонал и не прошел курс лечения. Это расценили как отказ от медпомощи, поэтому выписали. Родственники же пациента утверждали следующее: «Сказали, что он сбежал, отдали какую-то бумажку. Это была выписка из больницы. В выписке было написано, что он упал в 3 часа ночи в туалете и в 10 утра — с лестницы. В 12:40 его не было в палате, мы обыскали всю территорию, нигде не нашли». Тогда было возбуждено уголовное дело по статье о халатности (ст. 293 УК РФ). Доклад о ходе следствия требовал председатель СК РФ Александр Бастрыкин.  Теперь в СК города сообщили, что завершено расследование уголовное дело против врача больницы по статьям об оставлении в опасности и подделке официальных документов (ст. 125 УК РФ, ст. 327 УК РФ). За время расследования допрошено более 60 свидетелей, специалистов и экспертов, проведено семь судебных экспертиз. По версии следствия, врач отделения, где проходил лечение пациент, через 15 минут после его пропажи выписал его из больницы за нарушение режима, «не приняв достаточных мер к его поиску и не убедившись, что последний покинул больницу». Кроме того, он внес ложные сведения в медицинские документы о проведенных им мероприятиях по поиску пациента. Уголовное дело передано в суд.;Здоровье;
Врачам предложили выдать разрешение на отказ пьяным пациентам В России предложили разрешить врачам отказывать в плановой помощи пациентам, находящимся в алкогольном или наркотическом опьянении. С такой инициативой Национальная ассоциация управленцев здравоохранения (НАУЗ) обратилась в Госдуму, Совет Федерации и Минздрав, пишут Известия. В НАУЗ отмечают, что число случаев агрессивного поведения, оскорблений и нападений на медиков со стороны нетрезвых пациентов и их родственников растёт. Работа с такими пациентами не только малоэффективна, но и опасна, подчеркивается в обращении. Авторы инициативы предлагают разрешить врачам отказывать в амбулаторной помощи нетрезвым пациентам, если их состояние не угрожает жизни, не связано с травмами, острыми состояниями, обострением хронических болезней, экстренной медицинской помощью или лечением несовершеннолетних.;Здоровье;
Новосибирские врачи прооперировали пациента с гигантской аневризмой брюшного отдела аорты В ФГБУ «НМИЦ им. ак. Е.Н. Мешалкина» обратился мужчина с сильными болями в спине. В 2023 году на диспансеризации у него была выявлена аневризма брюшного отдела аорты. Пациенту требовалась операция, которую были согласны провести специалисты Центра, но мужчина не приехал. За медпомощью он обратился только в 2025 году, когда его стала беспокоить боль в спине. Пациент приехал на консультацию к сосудистому хирургу в центр Мешалкина.  Подробнее о случае рассказал кардиолог Илья Иванов: «При клинических проявлениях надрыва брюшной аорты мешкать нельзя. Пациент был экстренно направлен на МСКТ-исследование с контрастированием, которое ему ранее не выполняли, и оно показало: аневризматический мешок достиг уже 26 см в диаметре и действительно имеет все признаки разрыва».  Пациенту требовалась неотложная операция, подготовка к ней заняла чуть более двух часов. Были проведены все диагностические обследования, осуществлен подбор донорской крови, собрана операционная команда во главе с заведующим кардиохирургическим отделением № 4 Павлом Игнатенко, разработан план операции. Уже в ходе оперативного лечения вскрылся полный масштаб патологии.  «По всей видимости, надрыв аневризмы произошел уже довольно давно, но привел не к быстрому кровоизлиянию и гибели пациента, а к хроническому подтеканию крови в сторону левого забрюшинного пространства и образованию в нем гигантского кровяного сгустка, закрывшего собой разорванную стенку.  Чтобы была понятна страшная картина, которую мы увидели во время операции, поясню: обычно задняя стенка аневризмы брюшной аорты ограничивается позвоночником — считается, что дальше ей уже некуда раздуваться. В этом случае аневризма окружала позвоночный столб со всех сторон и была заполнена тромбомассами, а задняя ее стенка была представлена полуразрушенными мышцами спины. Давление этой гематомы на позвоночник было настолько мощным, что разрушило тела двух позвонков — отсюда и мучительные боли в спине у мужчины», — рассказал Павел Игнатенко. Хирурги также столкнулись с тем, что на фоне воспаления возник спаечный процесс: к аневризме был припаян кишечник, бифуркация аорты была полностью запаяна. Специалистам удалось провести тотальное протезирование инфраренального отдела аорты. Операция длилась более шести часов.;Здоровье;
"ХМС по Осипову: стоит ли платить за анализ микробиоты? Хромато-масс-спектрометрия (ХМС) — это метод, разработанный микробиологом Георгием Осиповым. Он предположил, что микробы, проживающие в кишечнике, выделяют особые молекулы-маркеры, которые в небольшом количестве попадают в кровь.  Осипов предложил искать эти молекулы с помощью ХМС в крови пациентов, чтобы оценивать состояние микробиоты их кишечника. Предполагается, что это должно помочь в диагностике и лечении некоторых болезней [1]. Такой анализ существует во многих клиниках и лабораториях. Его предлагают сдать при очень широких показания: при запорах и диарее, после приема антибиотиков и даже при болезни Крона. Стоит ли сдавать этот анализ?  Разбираемся вместе с нашими друзьями – телеграм-каналом ""Пей таблетки"" – и гастроэнтерологом клиники docmed Софьей Бакаевой  1?? Автор методики утверждает, что с помощью анализа можно определить около сотни разных жирных кислот, которые выделяют бактерии.  Однако по последним данным наш кишечник населяет не сотня, а несколько десятков тысяч микроорганизмов [2].  Поэтому по-настоящему полную информацию о микробиоме кишечника получить всё-таки не удастся. 2?? До сих пор не ясно, можно ли говорить о «нормальной» микрофлоре кишечника, или же её состав — наша уникальная черта [3]. Для микроорганизмов кишечника не существует общепризнанных нормативов по количеству. А значит, сложно судить об истинном «избытке» или «недостатке» того или иного вида бактерий.  ?? Сам автор признаётся, что на содержание некоторых жирных кислот в крови могут влиять не только бактерии кишечника, но и другие факторы вроде особенностей питания [4].  Например, некоторые жирные кислоты могут быть как метаболитом жизнедеятельности бактерии, так и продуктом переваривания пищи. Отличить их друг от друга невозможно. Таким образом, количество жирных кислот в крови не получается считать показателем, надёжно отражающим состав кишечной микробиоты. 4?? Результаты анализа микробиоты по Осипову выглядят внушительно: огромный список разных микробов, их концентрация, соответствие норме. Но вот только на основании этой информации не получится поставить диагноз и выбрать чёткую стратегию лечения. По крайней мере, если мы говорим о настоящих болезнях и эффективной терапии. Поэтому анализ микробиоты по Осипову не признан мировыми медицинскими сообществами и не включен в какие-либо рекомендации по лечению.  5?? Так как у ХМС нет единой трактовки результатов, то практически любому человеку, прошедшему анализ по Осипову, можно поставить дисбактериоз.  Но и такого диагноза не существует (а почему - рассказывали вот тут). К сожалению, попытки лечения дисбактериоза всё ещё встречаются.  В итоге платный анализ по Осипову приведет в лучшем случае к еще большим тратам и тревоге за своё состояние. А в худшем — навредит здоровью из-за отложенного назначения действительно необходимых методов диагностики и лечения. Поделитесь, назначали ли вам когда-нибудь ХМС по Осипову, для чего это делалось и как интерпретировались результаты?";Здоровье;
Тепловой удар: как спастись от жары. Ближайшая неделя в Центральной России и многих других городах страны будет жаркой. Недавно даже жители Петербурга увидели солнце впервые с начала года — потом, правда, начался ураган Жаркая погода опасна для здоровья, особенно если много времени проводить на улице. В этом посте расскажем, как почему мы перегреваемся и как оказать помощь в такой ситуации. Автор: Владислав Ледовский В норме температура взрослого человека колеблется от 35,3 до 37,7°C. Чтобы не перегреваться, тело выделяет пот, который испаряется и забирает часть тепла. Но этот механизм не справляется, если температура окружающей среды очень высокая, а человек находится на жаре слишком долго.  Тогда развивается гипертермия — этот термин включает несколько состояний. Мы будем говорить о двух. Тепловое истощение. Это повышение температуры до 40°C, которое проявляется симптомами легкой или средней степени тяжести:  – сильная жажда, – слабость и быстрая утомляемость, – головокружение и головная боль, – частые дыхание и сердцебиение, – тошнота, – судороги и боль в мышцах, – потеря сознания. У детей симптомы такие же, но еще они могут стать необычно раздражительными и начать плакать. Объяснить, что с ним не так, ребенок может не всегда — особенно маленький. ?? Тепловой удар. Это тяжелая форма перегрева с температурой выше 40°C. Симптомы такие же, но сильнее. Плюс могут быть судорожный приступ и красная кожа, которая не выделяет пот.  Тепловой удар — это очень опасное состояние, которое может привести к коме, энцефалопатии и смерти, если вовремя не оказать помощь. Солнечный удар — это тот же тепловой удар, вызванный именно солнечными лучами.;Здоровье;
Все, что нужно знать о здоровье почек: подборка от нефролога Данилы Пырикова. Мы редко говорим о болезнях почек и работе нефрологов, которых часто путают с неврологами. А зря. Почки умирают молча и не дают о себе знать до последнего, поэтому часто люди слишком поздно начинают лечение.  При этом у каждого 10-го жителя планеты есть хроническая болезнь почек (ХБП), а среди людей старше 65 лет — у каждого третьего. За последние 30 лет случаев хронической болезни почек стало больше на 41.5%.  Данила Пыриков — практикующий нефролог и наш коллега по миру популяризации доказательной медицины.  В своем канале Данила рассказывает, как сохранить здоровье почек и что делать если проблемы уже есть. Вот какие вопросы он разбирает: ? Как снизить креатинин? ? Зачем нужны статины при хронической болезни почек? ? Вредны ли мочегонные? Обезболивающие убивают почки! Какое давление должно быть при хронической болезни почек? Как курение вредит почкам? Если у вас или ваших близких уже стоит диагноз ХБП — загляните в закрепленное сообщение в канале Данилы. Там есть пошаговый план помощи почкам при этой болезни. Подписывайтесь на канал Данилы и контролируйте здоровье почек.  А еще Данила скоро появится на нашем сайте MedIQ в разделе амбассадоров. Поэтому наша рекомендация искренняя #mediq_здоровье;Здоровье;
Венотоники в лечении болезней вен. Улыбающиеся женщины в платьях демонстрируют идеальные ноги на каблуках — и никаких выступающих вен, сосудистых звездочек или отеков. Примерно так выглядит реклама любого венотоника (флеботоника) — средства для лечения варикозного расширения вен нижних конечностей.  Среди заявленных эффектов — уменьшение венозного застоя, снижение проницаемости капилляров и отечности ног, однако особое внимание уделяется улучшению «тонуса вен». Отсюда и произошло название группы препаратов.  Некоторые производители подчеркивают, что их лекарство борется не только с симптомами, но и с причинами болезни [1].  Разбираемся, где правда, а где просто маркетинг. Эксперт: Евгений Круглов — сердечно-сосудистый хирург, флеболог, один из руководителей проекта «Актуальная флебология», объединяющего врачей и пациентов в поиске ответов на вопросы современной ангиологии. ?? Автор: Дина Муртазина Венотонизирующими свойствами могут обладать различные вещества: • Флавоноиды. Чистый диосмин (Флебодиа 600) и его смеси (микронизированная очищенная флавоноидная фракция, МОФФ) под торговым названием Детралекс и другими • Сапонины. Экстракты семян конского каштана, иглицы колючей, виноградных косточек и листьев красного винограда, экстракт гинкго двулопастного для приверженцев «натуральной» терапии • Синтетические препараты. Например, кальция добезилат • Гликозаминогликаны. Сулодексид, мезогликаны (Вессел Дуэ Ф) Результаты клинических исследований не так радужны, как рекламные слоганы ?? Венотоники уменьшают отечность голеней и лодыжек, а также неприятные ощущения в ногах по сравнению с плацебо. Они улучшают качество жизни, а некоторые из них в составе комплексной терапии ускоряют заживление трофических язв [3]. Однако на данный момент почти нет высококачественных исследований, которые бы сравнивали разные препараты друг с другом, а не с плацебо. Наиболее изученные венотоники на основе диосмина и МОФФ демонстрируют примерно одинаковую эффективность [4].  При этом точный механизм работы многих действующих веществ, призванных повышать тонус вен, до конца не известен [2]. Достоверных данных по эффективности венотоников в виде гелей и мазей еще меньше — в метаанализы их обычно не включают [3]. Что говорят гайдлайны? ?? Американские, европейские и отечественные руководства рекомендуют венотоники для уменьшения боли, тяжести, судорог, усталости и отека ног при варикозной болезни и других заболеваниях вен. Их важными плюсами являются сравнительно невысокая стоимость и малая частота побочных эффектов [5, 6]. Эти данные подтверждаются большим числом многоцентровых исследований. Но в основном эффекты касаются улучшения качества жизни пациентов с хроническими болезнями вен и уменьшения субъективного дискомфорта.  Намного в меньшей степени данные говорят о влиянии венотоников на причины и механизмы развития заболеваний вен. Не отказывайтесь от венотоников, если они улучшают ваше самочувствие и помогают бороться с симптомами заболеваний вен. Но и ждать чудес от этих препаратов тоже не стоит: они не устраняют причину болезни и не обладают накопительным эффектом ??  Вот что рекомендуют флебологи для лечения варикоза [5, 6]: • Компрессионная терапия — основной компонент консервативного лечения. Для компрессии можно использовать чулки, эластические бинты или устройства прерывистой пневмокомпрессии • Упражнения, направленные на стимуляцию мышечно-венозной помпы нижних конечностей и улучшение подвижности голеностопного сустава, что способствует уменьшению венозного застоя • Изменение образа жизни — борьба с избыточным весом, гиподинамией и длительными статическими нагрузками, частые прогулки, отдых в положении с приподнятыми ногами • Оперативное лечение.  Лучший вариант — использовать венотоники в комплексе с другими методами лечения. А перед этим стоит задать вопросы врачу, если вы заметили у себя симптомы варикоза. #mediq_лекарства;Здоровье;
Как врачи относятся к гомеопатии? Многие поддерживают. Вряд ли вы удивились, потому что кто-то же назначает гомеопатию. Она так популярна не только из-за рекламы и рекомендаций в аптеке. Недавно мы рассказывали об опросе о популярности гомеопатии среди покупателей ?? А сегодня появились результаты исследования мнения врачей о гомеопатии [1].  ?? Примерно треть опрошенных врачей регулярно назначает гомеопатию… и столько же верит в ее эффективность  Подробные результаты опроса: Назначаете ли вы гомеопатические препараты? • 47% — нет, они не работают • 15% — иногда, по просьбе пациентов • 13% — да, регулярно, так как они есть в клинических рекомендациях • 13% — да, регулярно, гомеопатия — лучшее лечение ?? • 5% — назначаю, но всегда говорю, что это плацебо.;Здоровье;
